"","simulation_setting_num","iter","CCCM","lower_bound","upper_bound","est_CCCM"
"1",49,1,0.72,0.599627717934557,0.754746244076299,0.684870084269876
"2",49,2,0.72,0.656226545679261,0.786873160846889,0.728095580210126
"3",49,3,0.72,0.625879122420606,0.75573441325217,0.696465174698786
"4",49,4,0.72,0.624154776483565,0.767687563438965,0.703010198398259
"5",49,5,0.72,0.714888072055622,0.844286787922897,0.788143987181594
"6",49,6,0.72,0.59028948074829,0.751216719460103,0.678822016025283
"7",49,7,0.72,0.599346154329077,0.737349283820583,0.674190325801155
"8",49,8,0.72,0.628972598141682,0.789435006186607,0.718637892990035
"9",49,9,0.72,0.593161608344804,0.775853067000845,0.695586514578351
"10",49,10,0.72,0.596128404157465,0.761789359378833,0.687812488855559
"11",49,11,0.72,0.634472244310104,0.748136029792831,0.695632339324897
"12",49,12,0.72,0.618417820687596,0.751393641185642,0.690700252361318
"13",49,13,0.72,0.616252378848614,0.794626629605251,0.716979227570512
"14",49,14,0.72,0.669594570227412,0.79830461042186,0.740670978539068
"15",49,15,0.72,0.684515503719354,0.793090822292241,0.743667377599945
"16",49,16,0.72,0.639726752081404,0.760135735484824,0.70497548776831
"17",49,17,0.72,0.730274052785911,0.842440286576473,0.792983018152707
"18",49,18,0.72,0.596114255800544,0.731273503594219,0.669192019959972
"19",49,19,0.72,0.588277255395233,0.72294277858421,0.660897226900186
"20",49,20,0.72,0.646978305801494,0.745328477826906,0.699449987073274
"21",49,21,0.72,0.564345581703887,0.73014236915538,0.655059128513004
"22",49,22,0.72,0.604581632652168,0.726207790142745,0.66986416788005
"23",49,23,0.72,0.578146969918495,0.735332860417274,0.664013179634374
"24",49,24,0.72,0.622361344855265,0.773295985903337,0.705748657032609
"25",49,25,0.72,0.686857889786389,0.794501274541365,0.745501925151481
"26",49,26,0.72,0.605103803704495,0.735711546785632,0.675675253301812
"27",49,27,0.72,0.692041624324996,0.791649432996143,0.745988850388159
"28",49,28,0.72,0.609138656960765,0.763736590905303,0.694365070361313
"29",49,29,0.72,0.659635052238264,0.821605761576123,0.751743891792476
"30",49,30,0.72,0.72692795492725,0.828433324652234,0.782835118394601
"31",49,31,0.72,0.652494725941156,0.788793724644064,0.727751651778438
"32",49,32,0.72,0.602462067310856,0.740445499400815,0.677367757353552
"33",49,33,0.72,0.641589145769856,0.785257498038683,0.721086458646715
"34",49,34,0.72,0.666678970441902,0.770246486884901,0.722491287149338
"35",49,35,0.72,0.645163813739882,0.774436687799568,0.715880863854336
"36",49,36,0.72,0.479716899522246,0.658458812502171,0.575930682838168
"37",49,37,0.72,0.690269664339582,0.805071322453616,0.753353955306263
"38",49,38,0.72,0.53884764531927,0.676909607750312,0.612529051358916
"39",49,39,0.72,0.65311200947057,0.796576936014227,0.732889186941732
"40",49,40,0.72,0.660495918759298,0.801618786852649,0.739061921897568
"41",49,41,0.72,0.644917740355755,0.749626012330583,0.701030733876483
"42",49,42,0.72,0.558697681306597,0.733294741836308,0.654641169408549
"43",49,43,0.72,0.6014287209723,0.713844381058148,0.661334003202577
"44",49,44,0.72,0.620984058243851,0.788912672401445,0.715115259070878
"45",49,45,0.72,0.582402572774347,0.76074049895792,0.681564876792547
"46",49,46,0.72,0.684085517828983,0.831739626386562,0.767926308823877
"47",49,47,0.72,0.663109854093468,0.782089865662432,0.728036559818482
"48",49,48,0.72,0.658367954427027,0.794057136056316,0.733435783937139
"49",49,49,0.72,0.634848092993268,0.761008466650389,0.70342668811789
"50",49,50,0.72,0.661185491829307,0.779105197955799,0.725425565826125
"51",49,51,0.72,0.595902937288284,0.740606129035597,0.674686096128312
"52",49,52,0.72,0.599192693577875,0.738461795645023,0.674790703916838
"53",49,53,0.72,0.588140440300314,0.70980168765786,0.653166334203542
"54",49,54,0.72,0.643274165874895,0.788825461097904,0.724012467949069
"55",49,55,0.72,0.612489893153302,0.724115765467491,0.672103738940975
"56",49,56,0.72,0.567548749283103,0.753852069141082,0.671164391887472
"57",49,57,0.72,0.61468103658727,0.773376370976866,0.702663758441498
"58",49,58,0.72,0.625147651725229,0.772330604763629,0.706291283009956
"59",49,59,0.72,0.603098861231005,0.765160852575389,0.692776911690396
"60",49,60,0.72,0.606275116237343,0.796315399926101,0.714214928078806
"61",49,61,0.72,0.606945335043447,0.738952960598315,0.678387057987132
"62",49,62,0.72,0.691400153040103,0.808946669646828,0.756210170888095
"63",49,63,0.72,0.609344864871123,0.771686023192934,0.699428395417796
"64",49,64,0.72,0.688918637517888,0.797038560483743,0.747897748583049
"65",49,65,0.72,0.610739965571078,0.77911641726045,0.704716667331891
"66",49,66,0.72,0.525559251741655,0.694250380261391,0.616941626972543
"67",49,67,0.72,0.648485831932487,0.782519694912228,0.722214899363042
"68",49,68,0.72,0.6230601102626,0.749159145748957,0.69133772294575
"69",49,69,0.72,0.677732615482121,0.79402983181506,0.74139784595615
"70",49,70,0.72,0.605655191283015,0.758683128046838,0.689796694479005
"71",49,71,0.72,0.560994655636346,0.784145469177304,0.688534718227654
"72",49,72,0.72,0.66831814263673,0.80208233207547,0.742514493007256
"73",49,73,0.72,0.596674274908591,0.753316363037206,0.682763647746798
