"","simulation_setting_num","iter","CCCM","lower_bound","upper_bound","est_CCCM"
"1",5,1,0,-0.093391338003592,0.0893325662085225,-0.00204646784848634
"2",5,2,0,-0.0930327612923903,0.0746923750484363,-0.00923514878100584
"3",5,3,0,-0.0743944898613988,0.0964165402804082,0.0110919408399399
"4",5,4,0,-0.101756866013205,0.0801048537470826,-0.0109162771797808
"5",5,5,0,-0.123029777129156,0.0798257449083024,-0.0218266658373656
"6",5,6,0,-0.107988777866826,0.0649821627104988,-0.0216654348551921
"7",5,7,0,-0.12721085779919,0.055254609944392,-0.0362804961220729
"8",5,8,0,-0.171116541073536,0.00861795874368428,-0.0819152815601997
"9",5,9,0,-0.168076456475395,-0.00145985559231214,-0.0853649303432515
"10",5,10,0,-0.0553265982717179,0.13313116021402,0.039251329719573
"11",5,11,0,-0.0952620745063,0.0693244477977694,-0.0130572544186986
"12",5,12,0,-0.0492414932945,0.123959614522987,0.0376417583978954
"13",5,13,0,0.0322261269387306,0.21180739208953,0.123023736573796
"14",5,14,0,-0.0695002059780759,0.0809193780032866,0.00574206715391332
"15",5,15,0,-0.0057830226847466,0.166674114538433,0.0810521536125114
"16",5,16,0,-0.0367750212663804,0.149889738082483,0.0570559782310948
"17",5,17,0,-0.0701854884919225,0.114882909896324,0.0225418241167371
"18",5,18,0,-0.128874757972514,0.0283800214527041,-0.050560744397787
"19",5,19,0,-0.0796651744796486,0.0920842657868592,0.00625567975307318
"20",5,20,0,-0.161603785946054,0.00536860962682098,-0.0786692993838989
"21",5,21,0,0.0297282154553777,0.17133796143612,0.101044858408985
"22",5,22,0,-0.119396763986604,0.045395075296666,-0.0372541149102553
"23",5,23,0,-0.115967711474553,0.0518557847300267,-0.032283512931575
"24",5,24,0,-0.0189616635138489,0.150391060749559,0.0661913698510097
"25",5,25,0,-0.14236084488313,0.0501589391642172,-0.0465330535394357
"26",5,26,0,-0.184138891013872,-0.0314198557688631,-0.10841901479649
"27",5,27,0,-0.0212384903904138,0.15332829514463,0.066554176642032
"28",5,28,0,-0.104020150598313,0.0848303059608463,-0.00968124955670625
"29",5,29,0,-0.112084262407307,0.0493648251661389,-0.0315656182737374
"30",5,30,0,-0.167581630979013,-0.00130167842960257,-0.0850336802120916
"31",5,31,0,-0.0468694563268357,0.130597838029628,0.0421970238403053
"32",5,32,0,-0.0364519690030545,0.127988297316556,0.0460803324970026
"33",5,33,0,-0.0739797683141576,0.123795196444453,0.0251538409942132
"34",5,34,0,-0.129664515329261,0.0360267089911383,-0.0471431812085711
"35",5,35,0,-0.0681240677678041,0.099231431936459,0.0156633832844826
"36",5,36,0,-0.0510771975219503,0.126184060588587,0.0378511905842638
"37",5,37,0,-0.0612519158270864,0.0950865164783017,0.017021337915539
"38",5,38,0,-0.0668661490887655,0.0999030766112811,0.0166341527075018
"39",5,39,0,-0.103442093902103,0.0806856045494262,-0.0114755210521848
"40",5,40,0,-0.171739409335211,0.0042490921287622,-0.0844033450105167
"41",5,41,0,-0.0772657095419031,0.0871582324178672,0.00497992059509005
"42",5,42,0,-0.134159818335755,0.0370972171585777,-0.0488906311722777
"43",5,43,0,-0.0507285496280625,0.135471253780374,0.0427424987716249
"44",5,44,0,-0.134472568054935,0.0318872437004381,-0.0516509792646701
"45",5,45,0,-0.108563255875296,0.0721625369776319,-0.0183502475938342
"46",5,46,0,-0.133563245128623,0.0410640846026242,-0.0466056541881433
"47",5,47,0,-0.0168789149313527,0.155558578603485,0.0698616887137916
"48",5,48,0,-0.133729538143037,0.022243724185467,-0.0560850814120211
"49",5,49,0,-0.0656100893746812,0.118704520347461,0.0267747745604235
"50",5,50,0,0.0309572699230774,0.174283085214642,0.103155608649997
"51",5,51,0,-0.0767004113959472,0.097846632814645,0.0106542698847095
"52",5,52,0,-0.0711588290769984,0.103441567897489,0.0162653655967178
"53",5,53,0,-0.0330512291091515,0.151549591565174,0.0597601085089466
"54",5,54,0,-0.12883236699285,0.0340333054039419,-0.0477166719797648
"55",5,55,0,-0.105240895076736,0.0597842483437764,-0.0228842075556535
"56",5,56,0,-0.0389209743281081,0.139482666874062,0.0506851768751273
"57",5,57,0,-0.0140845353653849,0.160469219483084,0.0737572189480325
"58",5,58,0,-0.130459752743583,0.030955738235059,-0.0500790237758175
"59",5,59,0,-0.0497071297135701,0.0988425313985986,0.0247040697961258
"60",5,60,0,-0.0897452432623843,0.108335029915997,0.00938697774398191
"61",5,61,0,-0.130614497446106,0.0239013631218463,-0.0536778792923257
"62",5,62,0,-0.0701255348480732,0.107831210032545,0.0190033438519152
"63",5,63,0,-0.114773747677984,0.0651520493543687,-0.0250134165380661
"64",5,64,0,-0.075607887082139,0.0705113328287242,-0.00256195216498315
"65",5,65,0,-0.046594659953106,0.121251673240505,0.0375936545185637
"66",5,66,0,-0.142764969121919,0.0514058536426582,-0.0461151370759447
"67",5,67,0,-0.119965805197866,0.0527843838294899,-0.0338434927430728
"68",5,68,0,-0.133995160026831,0.0844212333422486,-0.0250863399822855
"69",5,69,0,-0.0633002797197974,0.109941987737957,0.0234972557714713
