"","simulation_setting_num","iter","CCCM","lower_bound","upper_bound","est_CCCM"
"1",40,1,0,-0.125831123820436,0.0832345270232004,-0.0215337075904501
"2",40,2,0,-0.146539527805273,0.0699424216424244,-0.0387532654294917
"3",40,3,0,-0.107282122671746,0.0994011317340692,-0.00398303290415788
"4",40,4,0,-0.103760382539503,0.102588264033666,-0.000592364944988636
"5",40,5,0,-0.035464807633193,0.142901424844306,0.0541502560854077
"6",40,6,0,-0.131859813020762,0.0887150482804036,-0.021838131691122
"7",40,7,0,-0.120888344426246,0.0830419344818651,-0.0191220871683798
"8",40,8,0,-0.0461856818440302,0.159937645425638,0.0574886120864194
"9",40,9,0,-0.104978001178178,0.073177495486653,-0.0160274606837375
"10",40,10,0,0.0413237126055487,0.258555387881986,0.151771757180374
"11",40,11,0,-0.12172128278278,0.0885462227180216,-0.0167729750984701
"12",40,12,0,-0.194556622531211,0.0314748837658778,-0.0826030766997056
"13",40,13,0,-0.147916791688017,0.0400957137844355,-0.054392629822762
"14",40,14,0,-0.0453160430241549,0.168075811432279,0.0620894154593154
"15",40,15,0,0.0230807080729291,0.185447642225505,0.104963619361745
"16",40,16,0,-0.0798201623930566,0.120108902999578,0.0203477872443239
"17",40,17,0,-0.11633256801358,0.0831059456907085,-0.0167802190176092
"18",40,18,0,-0.0495943053572988,0.156479871830961,0.0540179326499694
"19",40,19,0,-0.0337996491827984,0.165184342173446,0.0663520177620858
"20",40,20,0,-0.044356199881616,0.188973714087006,0.073311902065941
"21",40,21,0,-0.0692580466571678,0.118296969269509,0.024737137186902
"22",40,22,0,-0.154270931353471,0.061167105630981,-0.0470996289916392
"23",40,23,0,-0.0928524098351093,0.0905091936752504,-0.00118153936854296
"24",40,24,0,-0.0928105897879277,0.0784880656405384,-0.00721418669159147
"25",40,25,0,-0.0134005962726121,0.175621466224686,0.0818464002203686
"26",40,26,0,-0.0660685411339629,0.100573913172058,0.0173733352922388
"27",40,27,0,0.00295878016059598,0.199999942413871,0.102484561846676
"28",40,28,0,-0.0267387505326462,0.190162599671219,0.0826911164341228
"29",40,29,0,0.00288377113723605,0.215499612471367,0.110455226867976
"30",40,30,0,-0.19859278515806,0.0515155014309813,-0.0747135070356159
"31",40,31,0,0.00283451738570993,0.196700597302603,0.100723564247493
"32",40,32,0,-0.091338427552282,0.130981673640297,0.0200697143039933
