"","simulation_setting_num","iter","CCCM","lower_bound","upper_bound","est_CCCM"
"1",7,1,0.5,0.425903588968421,0.714161471353368,0.588425315434535
"2",7,2,0.5,0.28142627193668,0.548680166897927,0.424247660412654
"3",7,3,0.5,0.340445818847853,0.589246670940179,0.474261285834013
"4",7,4,0.5,0.319426301782147,0.619250564390284,0.483389862379812
"5",7,5,0.5,0.369841783176686,0.649243553563222,0.523475273897382
"6",7,6,0.5,0.128799306062728,0.499102084993151,0.326418328090674
"7",7,7,0.5,0.335755173589091,0.539191656369778,0.443161357427437
"8",7,8,0.5,0.291459345844795,0.648010143871984,0.489962167002506
"9",7,9,0.5,0.297085500238256,0.560559685991165,0.438186739850704
"10",7,10,0.5,0.229758471511988,0.601176732658466,0.433713193194651
"11",7,11,0.5,0.414210469342032,0.664907921053058,0.551908375010617
"12",7,12,0.5,0.329086653355439,0.58068023795751,0.464195561559171
"13",7,13,0.5,0.323817627957445,0.623213023569582,0.4877271727836
"14",7,14,0.5,0.45454611323213,0.694592148376787,0.587339725584932
"15",7,15,0.5,0.482127763256296,0.682868665058326,0.591591651225983
"16",7,16,0.5,0.420902544075031,0.643261918820267,0.541484366727663
"17",7,17,0.5,0.524543689134449,0.767252956009976,0.66297390146226
"18",7,18,0.5,0.234139081630155,0.529407585016287,0.391815437560398
"19",7,19,0.5,0.217767310543002,0.577493469771148,0.413646449486053
"20",7,20,0.5,0.24610475169882,0.544710789030546,0.406194984898972
"21",7,21,0.5,0.163884390267102,0.501165350034397,0.343555620059863
"22",7,22,0.5,0.309960019876994,0.578935765563815,0.454756626505851
"23",7,23,0.5,0.219771890773964,0.610840831919456,0.435641744768484
"24",7,24,0.5,0.206835532595967,0.606373892460566,0.427239493244686
"25",7,25,0.5,0.287540570579405,0.592930171063692,0.45344460958185
"26",7,26,0.5,0.221642843111906,0.495657986655771,0.366572974815758
"27",7,27,0.5,0.533706011201418,0.683514447523647,0.614112170606159
"28",7,28,0.5,0.293834473712341,0.560080933605343,0.436464180687273
"29",7,29,0.5,0.260668278549349,0.485464510213117,0.378636678428509
"30",7,30,0.5,0.413513901892966,0.705069624200393,0.57741545944166
"31",7,31,0.5,0.440360885735953,0.69043678967576,0.578851806585003
"32",7,32,0.5,0.260608176490333,0.571456220288765,0.42863371349945
"33",7,33,0.5,0.430316797695562,0.653471375339766,0.55169132989887
"34",7,34,0.5,0.37153285072847,0.673202169260612,0.539456237804735
"35",7,35,0.5,0.503789690507349,0.742221879591758,0.638057366671097
"36",7,36,0.5,0.146364905901515,0.525799464580536,0.350376373931396
"37",7,37,0.5,0.377191129124761,0.710812925436435,0.566805017459704
"38",7,38,0.5,0.125935070586347,0.436361234910896,0.288718169034842
"39",7,39,0.5,0.38536830076233,0.626785309802823,0.516259344559727
"40",7,40,0.5,0.426924418611904,0.688227704323352,0.571908985426253
"41",7,41,0.5,0.426248353259084,0.644623400964114,0.544601150415726
"42",7,42,0.5,0.238114902630554,0.523894790512596,0.39036775917236
"43",7,43,0.5,0.328772006743726,0.605909157383907,0.4791969827038
"44",7,44,0.5,0.320591789319879,0.576903411520359,0.458221458824082
"45",7,45,0.5,0.0314509697119225,0.378769557563301,0.211787298473175
"46",7,46,0.5,0.398512848585047,0.639662864992778,0.529709553870086
"47",7,47,0.5,0.412159866264034,0.658710685029968,0.547196977280002
"48",7,48,0.5,0.410852926557171,0.653149085560106,0.543214185249778
"49",7,49,0.5,0.241610677086267,0.563379532369956,0.415406096552012
"50",7,50,0.5,0.441213848837149,0.675627553132151,0.569904366823929
"51",7,51,0.5,0.181337231395933,0.519214870078532,0.362112126910923
"52",7,52,0.5,0.254986698707137,0.569792478303385,0.425162854652308
"53",7,53,0.5,0.366948707635056,0.559857295738902,0.468977607046528
"54",7,54,0.5,0.283873230154243,0.601538486025862,0.457165662230569
"55",7,55,0.5,0.322802519344825,0.630752606131882,0.492017495728478
"56",7,56,0.5,0.124441876072894,0.506101651492267,0.328622037463555
