"","simulation_setting_num","iter","CCCM","lower_bound","upper_bound","est_CCCM"
"1",6,1,0,-0.106192643862069,0.0706406630354095,-0.0179160941818696
"2",6,2,0,-0.0939318248408011,0.0929298627642931,-0.000505392775938571
"3",6,3,0,-0.0977538456303661,0.0713362981637523,-0.0133038848757032
"4",6,4,0,-0.106032545056078,0.0630860181846114,-0.0216279812413184
"5",6,5,0,-0.0176136039010391,0.143108814372942,0.0631570917070589
"6",6,6,0,-0.0203168571299091,0.152952781564518,0.0668217313072839
"7",6,7,0,-0.154141926705384,0.0326462432298932,-0.0612843895856404
"8",6,8,0,-0.0813938887748538,0.085651115213798,0.00214356682776939
"9",6,9,0,-0.104674219963435,0.0579760126657288,-0.0235046434233324
"10",6,10,0,-0.044460874603194,0.111904329744324,0.0339293589945317
"11",6,11,0,-0.0398531235267832,0.145444801436277,0.0532542533042949
"12",6,12,0,-0.121344640621036,0.0543747716044569,-0.0337457234997797
"13",6,13,0,-0.0807214413606778,0.0785953166478509,-0.00106985105839153
"14",6,14,0,-0.111685163181777,0.0667871231086727,-0.0226293108471323
"15",6,15,0,-0.0427780201254028,0.109754093106189,0.0336841821754286
"16",6,16,0,-0.0778097874297569,0.101831454154867,0.0121085361406456
"17",6,17,0,-0.0979203846132565,0.0826915742690082,-0.00767701620375097
"18",6,18,0,-0.0547610398073982,0.114073684780533,0.0298693690238656
"19",6,19,0,0.00661814705355939,0.180512045586189,0.0942842072168413
"20",6,20,0,-0.0657678908620209,0.122280582534592,0.0285085807593676
"21",6,21,0,-0.0357575075931193,0.130184921725154,0.0475417312098992
"22",6,22,0,-0.152161266545541,0.0142595695086164,-0.0694339198687828
"23",6,23,0,-0.102579835522644,0.0786158238899424,-0.0120811821138547
"24",6,24,0,-0.0889630590131164,0.0641166719479987,-0.0124964132748868
"25",6,25,0,-0.163971567686191,0.016265462287644,-0.0744611211617333
"26",6,26,0,-0.0772326374165159,0.0859701790203169,0.00439805710248652
"27",6,27,0,-0.0499101476131485,0.119705880988163,0.0351509972087589
"28",6,28,0,-0.056730408345436,0.121500966279757,0.0326448055159004
"29",6,29,0,-0.0622603296947332,0.092098707383439,0.0150086103274575
"30",6,30,0,-0.0815559734036018,0.118541482400667,0.0186797991931988
"31",6,31,0,-0.0197551533508911,0.153977682298783,0.0676238652631379
"32",6,32,0,-0.0205046144635832,0.167043617699004,0.0739230906266591
"33",6,33,0,-0.0834500234835526,0.109106091949006,0.0129480759000239
"34",6,34,0,-0.0607446714752375,0.113058206531022,0.0263559412163812
"35",6,35,0,-0.110852841061732,0.0681633698473953,-0.021517204223738
"36",6,36,0,-0.025080649221848,0.136003151933083,0.0558245095056229
"37",6,37,0,-0.033904620075568,0.134923788130598,0.0508730267913415
"38",6,38,0,-0.110761907924731,0.0784083717281427,-0.0163228364540508
"39",6,39,0,-0.0388797340119662,0.143167443307392,0.052580698902925
"40",6,40,0,-0.159962380387544,0.0418434655253317,-0.0596691210827214
"41",6,41,0,-0.113156458352729,0.0723938643645342,-0.0205583213803981
"42",6,42,0,-0.07514949929057,0.0888208603210643,0.00688194013174686
"43",6,43,0,-0.00881713440520166,0.155622797053686,0.0739051643891281
"44",6,44,0,-0.0834414563128861,0.0826089489008305,-0.000419142936024484
"45",6,45,0,-0.0563876131497368,0.109536052501304,0.0267585206824361
"46",6,46,0,-0.087856881101538,0.0923990740039281,0.00228969586728171
"47",6,47,0,-0.0083661199526371,0.157516669073306,0.0750947815583527
"48",6,48,0,-0.016633539029501,0.139744179344506,0.0619354112314349
"49",6,49,0,-0.12818005235171,0.0555773243793247,-0.0366108327011783
"50",6,50,0,-0.07519912250099,0.103896974656423,0.0144649424045029
"51",6,51,0,-0.113727596498746,0.0598654834304705,-0.0271356361353123
"52",6,52,0,-0.0103551367679305,0.142890806517704,0.066660943136938
"53",6,53,0,-0.0453947021486068,0.110408563093962,0.0327056211501405
"54",6,54,0,-0.09323115717917,0.0905590944054196,-0.00134740989878921
"55",6,55,0,0.00536365426431739,0.164674636331333,0.0855660401110928
"56",6,56,0,0.0163096678757318,0.215250046157358,0.116952910436632
"57",6,57,0,-0.0217966686767446,0.1483732256205,0.0637516751055071
"58",6,58,0,-0.105658790814976,0.0730760165717862,-0.0164225817104615
"59",6,59,0,-0.0185705993136084,0.1404237776113,0.0613155443465294
"60",6,60,0,-0.0460038792916643,0.113702877929269,0.0340669803218176
"61",6,61,0,-0.143633914709097,0.00757228020897266,-0.0684237446764022
"62",6,62,0,-0.101423662586613,0.0888896926633766,-0.00632425202619354
"63",6,63,0,-0.118109475565712,0.0694039397912843,-0.0245688653771054
"64",6,64,0,-0.107187456498453,0.0684673296041205,-0.0195106184164918
"65",6,65,0,-0.0582143830723707,0.0980651313393062,0.0200478315343095
"66",6,66,0,-0.0950286998374303,0.0670612366132415,-0.0140762063762178
"67",6,67,0,-0.0674285794791628,0.108853691538909,0.0208747995697462
"68",6,68,0,-0.0900602009445363,0.0634942279347896,-0.0133617646239194
"69",6,69,0,-0.10851312356926,0.0697210705794753,-0.0195513595012086
"70",6,70,0,-0.0775450119118339,0.100545850490025,0.0115923483040933
"71",6,71,0,-0.0659625891425528,0.093314381089413,0.0137632026056603
"72",6,72,0,-0.053736095385409,0.0991508192367575,0.0228409043464479
"73",6,73,0,-0.0773109951840293,0.0892272244506672,0.00599971662350369
"74",6,74,0,-0.042595370640148,0.0975960641192465,0.0276362381756955
"75",6,75,0,-0.0470964616188392,0.119838934297044,0.0366267500396179
"76",6,76,0,-0.119343444052609,0.0415242306828975,-0.0391633647598705
"77",6,77,0,-0.0611506478123367,0.120882288773272,0.0301155219769627
"78",6,78,0,0.0276786931145733,0.193099322902186,0.111158892607433
"79",6,79,0,-0.069254678657985,0.10163949206164,0.0163115319946654
"80",6,80,0,-0.121764908235755,0.0801742773980907,-0.0210095989314593
"81",6,81,0,-0.104283464804509,0.0711716907793477,-0.0166843272070222
"82",6,82,0,-0.0259617342979284,0.131487309084585,0.0530927567752678
"83",6,83,0,-0.0518799140663452,0.113611493657629,0.0310787859491645
"84",6,84,0,-0.117830575725672,0.064447680438676,-0.026915174982869
"85",6,85,0,-0.000570069025311962,0.185244365570668,0.0931481554603892
"86",6,86,0,-0.0913875747368622,0.0882172967197337,-0.00159802628819495
"87",6,87,0,-0.123267413749273,0.0337325322549492,-0.0450455835998273
"88",6,88,0,-0.0295327041449122,0.159672320659364,0.0656599624004485
"89",6,89,0,-0.0512889315314942,0.121986830845492,0.0356166294508116
"90",6,90,0,-0.129024855108643,0.0435826356089935,-0.0430422938344117
"91",6,91,0,-0.0018047955741999,0.175270773327944,0.0874235326923397
"92",6,92,0,-0.0615750004550157,0.112580335243445,0.0256976481133907
"93",6,93,0,-0.0613833554591904,0.0936342612365294,0.0162229395725522
"94",6,94,0,-0.00102662638039998,0.183097048364252,0.0918199801585976
"95",6,95,0,-0.110883778449346,0.0648999425449116,-0.0231710089228238
