"","simulation_setting_num","iter","MCCC","lower_bound","upper_bound","MCCC_est"
"1",29,1,0.5,0.359232146535651,0.528707859745384,0.447985393538483
"2",29,2,0.5,0.390053337724023,0.523042426666221,0.459116221677952
"3",29,3,0.5,0.332168697027575,0.48579912362661,0.411906797112723
"4",29,4,0.5,0.387484895696366,0.56464375547272,0.480958740522542
"5",29,5,0.5,0.335932062260188,0.522271178203319,0.433727571977756
"6",29,6,0.5,0.387416477467921,0.534208932920763,0.463992011362787
"7",29,7,0.5,0.362069702730809,0.511773734581313,0.439973461209037
"8",29,8,0.5,0.435683937270239,0.568882628364509,0.505286736073131
"9",29,9,0.5,0.372756040944541,0.523156937564307,0.45115402791625
"10",29,10,0.5,0.422698437557055,0.57866141949314,0.50478781589549
"11",29,11,0.5,0.309498663391854,0.471106769451957,0.393336707253989
"12",29,12,0.5,0.416217314329044,0.555510544699617,0.488974854695593
"13",29,13,0.5,0.368078589903237,0.51246612823582,0.443141830633126
"14",29,14,0.5,0.392888947226015,0.545409981510974,0.472681734105866
"15",29,15,0.5,0.398226290108452,0.539842278390579,0.472074266995564
"16",29,16,0.5,0.317700406345972,0.485601086137828,0.405060158958961
"17",29,17,0.5,0.444480049037164,0.593332441412499,0.522881101954388
"18",29,18,0.5,0.344969920344302,0.514512920021558,0.433570616841155
"19",29,19,0.5,0.482856370776065,0.596113974004885,0.541941125806432
"20",29,20,0.5,0.405653773542867,0.529043330396662,0.469638784199887
"21",29,21,0.5,0.390541575049324,0.52563911560658,0.460755149111888
"22",29,22,0.5,0.409489023505054,0.563025795473037,0.490048940181088
"23",29,23,0.5,0.340187295254058,0.493968183172394,0.420088959224552
"24",29,24,0.5,0.257993299018662,0.468332774171025,0.367859177852392
"25",29,25,0.5,0.407410394852554,0.550251791632758,0.482027679613921
"26",29,26,0.5,0.302728449475397,0.445080682215978,0.376121836916807
"27",29,27,0.5,0.425869825904877,0.566648260880404,0.499549977648477
"28",29,28,0.5,0.369413215391559,0.527833341809279,0.452182372897035
"29",29,29,0.5,0.357508680357025,0.518654252694556,0.441636326297386
"30",29,30,0.5,0.362343498070092,0.498729877324083,0.433011745778743
"31",29,31,0.5,0.401010318425633,0.553177270145826,0.480704538665555
"32",29,32,0.5,0.299826423281467,0.459057805659537,0.382276343435927
"33",29,33,0.5,0.388984777217673,0.530140704013542,0.462488319644368
"34",29,34,0.5,0.406438149336487,0.548828253765495,0.480796716691801
"35",29,35,0.5,0.430442615961528,0.562394159474815,0.499308016747349
"36",29,36,0.5,0.4233985617115,0.558742410073466,0.494057789496264
"37",29,37,0.5,0.415167522181864,0.565289271526793,0.493900104750967
"38",29,38,0.5,0.400964292720742,0.561462299492482,0.485290713550365
"39",29,39,0.5,0.405252741996301,0.548762759026732,0.480214928292932
"40",29,40,0.5,0.383935330131695,0.542585577661829,0.46701039556705
"41",29,41,0.5,0.349097382634979,0.494942803787499,0.424772277176683
"42",29,42,0.5,0.316918661440635,0.473167922527092,0.397925009643138
"43",29,43,0.5,0.451956634601237,0.605364556114616,0.533027097484377
"44",29,44,0.5,0.328911214404133,0.51173742244385,0.424643761966846
"45",29,45,0.5,0.324519866545834,0.485341704060108,0.408091832465427
"46",29,46,0.5,0.402001815843274,0.561372066909114,0.485713033926952
"47",29,47,0.5,0.360671622274351,0.508236200937622,0.437393634335071
"48",29,48,0.5,0.375068113947381,0.529521035451813,0.455718095986601
"49",29,49,0.5,0.400695536558149,0.543760036945082,0.475364229619119
"50",29,50,0.5,0.358921765736787,0.51626255805737,0.440973932593247
"51",29,51,0.5,0.388353676786548,0.538149635063452,0.466590859551934
"52",29,52,0.5,0.344257951481353,0.498156344095576,0.424265915699141
"53",29,53,0.5,0.34526154525963,0.518252698441793,0.435772913711773
"54",29,54,0.5,0.405990271013611,0.53922768074554,0.475329714322996
"55",29,55,0.5,0.383680848060005,0.534123320985892,0.462221548644051
"56",29,56,0.5,0.389440182735071,0.5433219920814,0.469944005734864
"57",29,57,0.5,0.356963843212916,0.514633692839899,0.439174251103884
"58",29,58,0.5,0.388477871201899,0.538511372951181,0.466847258529301
"59",29,59,0.5,0.390773720980247,0.543415371946856,0.47060812679192
"60",29,60,0.5,0.456783170588242,0.580037361958487,0.521122032245561
"61",29,61,0.5,0.374505702615805,0.506855737732421,0.44309188804799
"62",29,62,0.5,0.325494328404181,0.479312030684779,0.405267429210297
"63",29,63,0.5,0.385305448274081,0.543915847683359,0.468375741228186
"64",29,64,0.5,0.436698520850297,0.570266270265039,0.506514830802881
"65",29,65,0.5,0.31421705535824,0.484970429968657,0.403096128026259
"66",29,66,0.5,0.403488670846374,0.558717475193055,0.484913021770248
"67",29,67,0.5,0.405282195618558,0.559834168464955,0.486353127414026
"68",29,68,0.5,0.429861625109684,0.583104131554956,0.510525350472635
"69",29,69,0.5,0.389731884213015,0.553968650096285,0.475989790417062
"70",29,70,0.5,0.356566790343428,0.53745737307041,0.451641242555639
"71",29,71,0.5,0.433042521963409,0.584705949033345,0.512864951088994
"72",29,72,0.5,0.303923431354722,0.487181899942682,0.399536784739212
"73",29,73,0.5,0.427243359351452,0.563180616227176,0.498267892135372
"74",29,74,0.5,0.382812587110526,0.525194865087272,0.456925647484061
"75",29,75,0.5,0.375591880681218,0.525120586205595,0.453542141020528
"76",29,76,0.5,0.329929357894318,0.510361616019185,0.424348605193156
"77",29,77,0.5,0.429100182087157,0.571234155545784,0.503566662664291
"78",29,78,0.5,0.372967762079602,0.519199099715423,0.449085627161666
"79",29,79,0.5,0.393726341594418,0.526215808284458,0.462549493578194
"80",29,80,0.5,0.324097228019463,0.495031964409827,0.413197704635822
"81",29,81,0.5,0.417848801945563,0.563111917952348,0.493918985048832
