"","simulation_setting_num","iter","MCCC","lower_bound","upper_bound","est_MCCC"
"1",58,1,7.7715611723761e-16,-0.288404164543645,-0.00119147667517072,-0.147915002550081
"2",58,2,7.7715611723761e-16,-0.204724376420691,0.0677691637948871,-0.0697791485436146
"3",58,3,7.7715611723761e-16,-0.140558134904625,0.130050170426602,-0.00535196455313014
"4",58,4,7.7715611723761e-16,-0.157561621629349,0.118935255332911,-0.0196896472637409
"5",58,5,7.7715611723761e-16,-0.102323235445417,0.157668107073454,0.0281484843312616
"6",58,6,7.7715611723761e-16,-0.109329280766026,0.149109731549653,0.020228124101495
"7",58,7,7.7715611723761e-16,-0.197911684287854,0.0417063192561562,-0.0792472983564054
"8",58,8,7.7715611723761e-16,-0.097923925911481,0.132906131406851,0.017727314973172
"9",58,9,7.7715611723761e-16,-0.189905391243207,0.0765103000900341,-0.0577252040553535
"10",58,10,7.7715611723761e-16,-0.103037193220994,0.170856489928738,0.0345585346378872
"11",58,11,7.7715611723761e-16,-0.168659158049962,0.107873137045754,-0.0309859435297353
"12",58,12,7.7715611723761e-16,-0.299045571784381,-0.0678883640036722,-0.186039989924103
"13",58,13,7.7715611723761e-16,-0.149829713791298,0.0710348156518187,-0.039884618883165
"14",58,14,7.7715611723761e-16,-0.036674644278326,0.155442105019379,0.0599387737177076
"15",58,15,7.7715611723761e-16,-0.1360077289849,0.129240083820969,-0.00344440731468798
"16",58,16,7.7715611723761e-16,-0.151324006912845,0.124633805564568,-0.0136041458616172
"17",58,17,7.7715611723761e-16,-0.157880697550006,0.0896394566784508,-0.0346519980005073
"18",58,18,7.7715611723761e-16,-0.103311183207078,0.156010120276239,0.0268003513511853
"19",58,19,7.7715611723761e-16,-0.0830114734110341,0.139086209183772,0.028387719700926
"20",58,20,7.7715611723761e-16,-0.0958662560023758,0.131901995550319,0.0182547037696261
"21",58,21,7.7715611723761e-16,-0.0990829607250253,0.0942219438813163,-0.00245342773590651
"22",58,22,7.7715611723761e-16,-0.165080162667751,0.109643505109031,-0.0282518094084989
"23",58,23,7.7715611723761e-16,-0.102399485207677,0.089563229030622,-0.00647780685302823
"24",58,24,7.7715611723761e-16,-0.101077397629214,0.091504867567826,-0.00483105956484087
"25",58,25,7.7715611723761e-16,-0.0147680727213744,0.19852718494816,0.0929458008612742
"26",58,26,7.7715611723761e-16,-0.153967240387614,0.0821941032703807,-0.0363946849313568
"27",58,27,7.7715611723761e-16,-0.0549260570894987,0.160797598927444,0.0535606769316586
"28",58,28,7.7715611723761e-16,-0.0386251833819343,0.184038684703325,0.0736242192890588
"29",58,29,7.7715611723761e-16,-0.0937867199283154,0.169631465098227,0.0385928347326897
"30",58,30,7.7715611723761e-16,-0.221282253530452,0.0256385502744212,-0.0993510694239395
"31",58,31,7.7715611723761e-16,-0.0484636663987594,0.185132340974074,0.0692839899036165
"32",58,32,7.7715611723761e-16,-0.083747977238472,0.144292156396223,0.0306712034490055
"33",58,33,7.7715611723761e-16,-0.113750816447737,0.159075296935358,0.0230921765137676
"34",58,34,7.7715611723761e-16,-0.0874257396764158,0.16914206966614,0.041542990428633
"35",58,35,7.7715611723761e-16,-0.214796763366385,0.0560729611448773,-0.0808545622242784
"36",58,36,7.7715611723761e-16,-0.122481101214056,0.08225795473359,-0.0203246529511851
"37",58,37,7.7715611723761e-16,-0.0192720681194188,0.173601945300245,0.0778937384281639
"38",58,38,7.7715611723761e-16,-0.122128724257491,0.141206200127646,0.00970703783849847
"39",58,39,7.7715611723761e-16,-0.103941814385129,0.166130684377519,0.0316725465355152
"40",58,40,7.7715611723761e-16,-0.143048228853479,0.0777731153000174,-0.0330407757178586
"41",58,41,7.7715611723761e-16,-0.181360927525487,0.0602015843831822,-0.0614799000661019
"42",58,42,7.7715611723761e-16,-0.11896772190623,0.131173254365224,0.00619975028008923
"43",58,43,7.7715611723761e-16,-0.1098152530365,0.166303077399347,0.0287931661907916
"44",58,44,7.7715611723761e-16,-0.12614009683798,0.117810923116144,-0.00422748458983757
"45",58,45,7.7715611723761e-16,-0.190856064938129,0.0338309538944276,-0.0795225200758831
"46",58,46,7.7715611723761e-16,-0.107371092687463,0.160392514601336,0.0269949236032765
"47",58,47,7.7715611723761e-16,-0.0524508696468128,0.161105070855418,0.0549555545765167
"48",58,48,7.7715611723761e-16,-0.0495912786809134,0.20269810251548,0.0777988012617702
