"","simulation_setting_num","iter","MCCC","lower_bound","upper_bound","MCCC_est"
"1",11,1,0.5,0.370422827900809,0.529339911630189,0.453478290387471
"2",11,2,0.5,0.425219914763641,0.560393064884036,0.495803590758759
"3",11,3,0.5,0.362426969077546,0.517319207604992,0.443174856375861
"4",11,4,0.5,0.39545347778039,0.54237638792607,0.472187799340823
"5",11,5,0.5,0.391049750706684,0.534592993033367,0.465880894707533
"6",11,6,0.5,0.373766079528145,0.535960137190275,0.458674975220064
"7",11,7,0.5,0.414786179536039,0.555110153822833,0.48809602000415
"8",11,8,0.5,0.371962060760533,0.523515796666444,0.450983739502048
"9",11,9,0.5,0.391740767026594,0.535168631288743,0.466515767916355
"10",11,10,0.5,0.374862580540317,0.51895894269081,0.449833366841588
"11",11,11,0.5,0.421274604631065,0.556893932484758,0.492063943360383
"12",11,12,0.5,0.427490935348833,0.569731823351673,0.501998298648591
"13",11,13,0.5,0.364084532701034,0.527622114707974,0.449613211287372
"14",11,14,0.5,0.421524636668796,0.552858880146071,0.489967068664355
"15",11,15,0.5,0.466750480954565,0.587395398891166,0.52974730921487
"16",11,16,0.5,0.422424099819802,0.54424536571518,0.485689467045974
"17",11,17,0.5,0.444775544954984,0.598320605744586,0.525818333503046
"18",11,18,0.5,0.319749650216913,0.490541146657842,0.408717437146766
"19",11,19,0.5,0.416817276674619,0.568344635415192,0.496352106275159
"20",11,20,0.5,0.385009395951534,0.507893817444368,0.448569073240948
"21",11,21,0.5,0.38845971948295,0.549118186400733,0.472707608296771
"22",11,22,0.5,0.405723676280569,0.555295454415032,0.484037231964682
"23",11,23,0.5,0.313193863406714,0.476148371669696,0.397803789852475
"24",11,24,0.5,0.372953655945015,0.512387179088112,0.445366654392333
"25",11,25,0.5,0.347256705254357,0.493984770065828,0.423393323999608
"26",11,26,0.5,0.351488749042661,0.506249618280636,0.432044507895233
"27",11,27,0.5,0.437574790350714,0.559553193821104,0.501048332793952
"28",11,28,0.5,0.3700117803286,0.517861586507931,0.446984112394213
"29",11,29,0.5,0.396735967988019,0.538529000580295,0.470665836112045
"30",11,30,0.5,0.471644656422364,0.593864398626241,0.53555294470475
"31",11,31,0.5,0.439408033410201,0.571730623578932,0.508565963882333
"32",11,32,0.5,0.342177116711747,0.482068225279809,0.41456883438366
"33",11,33,0.5,0.41239110357461,0.54551531857151,0.481727643032079
"34",11,34,0.5,0.359022688554308,0.512117500563616,0.438748319406594
"35",11,35,0.5,0.45275935881474,0.592977906501615,0.526439024278796
"36",11,36,0.5,0.389957171943837,0.527965024680288,0.461750996191431
"37",11,37,0.5,0.43188118628238,0.570249505803313,0.504295286291326
"38",11,38,0.5,0.36887176413126,0.514036290765696,0.444366330007026
"39",11,39,0.5,0.458720037146507,0.578105387607448,0.520955802893964
"40",11,40,0.5,0.366702894581579,0.508076703436522,0.44011312890353
"41",11,41,0.5,0.387192696832642,0.513273212111859,0.452491266180307
"42",11,42,0.5,0.328696793357872,0.520021696092004,0.429161143708485
"43",11,43,0.5,0.392954978142163,0.537543631378501,0.468379354247986
"44",11,44,0.5,0.405479809702301,0.5462343030265,0.478929355691444
"45",11,45,0.5,0.32847765557051,0.465795986934865,0.399374398297568
"46",11,46,0.5,0.437448568901402,0.576567865639417,0.510339465825686
"47",11,47,0.5,0.414970767750155,0.54928814609648,0.484984445782826
"48",11,48,0.5,0.451423944305763,0.582412112428777,0.519968264761789
"49",11,49,0.5,0.372664487597459,0.550056995331344,0.466031211689819
"50",11,50,0.5,0.426237093335656,0.556256087336511,0.494003373774847
"51",11,51,0.5,0.34334956520004,0.480595333203641,0.414325127705925
"52",11,52,0.5,0.389581733527426,0.539759102753327,0.468042843130996
"53",11,53,0.5,0.416992528024971,0.544864331335594,0.483503733090275
"54",11,54,0.5,0.399583733931812,0.534482643981015,0.469771065569192
"55",11,55,0.5,0.390615551988952,0.548731787198703,0.473479302923467
"56",11,56,0.5,0.382852525656018,0.546194936222264,0.468518176633886
"57",11,57,0.5,0.361966804618384,0.520587568131767,0.444757905619419
"58",11,58,0.5,0.334088815869991,0.486722678088176,0.413304669400188
"59",11,59,0.5,0.418025570445747,0.567082905442731,0.49620191900071
