"","simulation_setting_num","iter","MCCC","lower_bound","upper_bound","est_MCCC"
"1",30,1,0.5,0.312974545212421,0.495319343297202,0.408210559569097
"2",30,2,0.5,0.337360657249696,0.504140948246919,0.424343010979085
"3",30,3,0.5,0.342990190038842,0.530469961129486,0.441536831407268
"4",30,4,0.5,0.359755015762563,0.511152332599319,0.438559964838063
"5",30,5,0.5,0.394883422873742,0.543849291370348,0.472736824936231
"6",30,6,0.5,0.433471068628556,0.555048840442193,0.49669257331672
"7",30,7,0.5,0.309665410417629,0.494441942023082,0.40619756452249
"8",30,8,0.5,0.347486604240999,0.514793481329998,0.434885608693954
"9",30,9,0.5,0.336657834979911,0.510550558058428,0.427551192597285
"10",30,10,0.5,0.375114998408849,0.5258144304477,0.453702341886154
"11",30,11,0.5,0.401020608972482,0.562969075372183,0.486158040231314
"12",30,12,0.5,0.326926511991449,0.486720038006606,0.409964116807373
"13",30,13,0.5,0.353920301109636,0.480651161776038,0.419326492014728
"14",30,14,0.5,0.310595085399172,0.506155013511042,0.413126547933913
"15",30,15,0.5,0.408926388120582,0.546740708456318,0.480797383721472
"16",30,16,0.5,0.367797016585654,0.524680683210871,0.449700593708261
"17",30,17,0.5,0.357793132644667,0.524957112117999,0.445246371255833
"18",30,18,0.5,0.388961032912666,0.52923845122731,0.461984237503398
"19",30,19,0.5,0.450803218688079,0.579748752956349,0.518214802315126
"20",30,20,0.5,0.339015118085627,0.517155219332303,0.432293556038461
"21",30,21,0.5,0.380886936414687,0.53577096718971,0.46184247066128
"22",30,22,0.5,0.226090549463158,0.453156468146708,0.344654966052622
"23",30,23,0.5,0.293333160164882,0.505814928058143,0.405028372194005
"24",30,24,0.5,0.379875992298068,0.533390126059047,0.460064469721065
"25",30,25,0.5,0.268016012838326,0.4692565381996,0.373014937866663
"26",30,26,0.5,0.377578144846388,0.527398016228792,0.455709576813817
"27",30,27,0.5,0.361865745243872,0.536355926003275,0.453444956028125
"28",30,28,0.5,0.391652129753473,0.52878818122557,0.462986322903941
"29",30,29,0.5,0.378117730822963,0.518637576601696,0.451169635302075
"30",30,30,0.5,0.312156362986582,0.542471817860579,0.434387625175814
"31",30,31,0.5,0.420340830212921,0.564820889012987,0.496006224565031
"32",30,32,0.5,0.438478766863837,0.586074236730532,0.51609741278516
"33",30,33,0.5,0.358963836892229,0.526929447031585,0.446876370753021
"34",30,34,0.5,0.371811518382897,0.541566703295873,0.460894708948911
"35",30,35,0.5,0.321119571562496,0.484882157644557,0.406257886381324
"36",30,36,0.5,0.373115395748439,0.517529415208357,0.448242327183856
"37",30,37,0.5,0.4246941778865,0.567637700866037,0.499558746590585
"38",30,38,0.5,0.365878128517323,0.52052676538053,0.446531013793248
"39",30,39,0.5,0.428697013727351,0.580604532334412,0.508597964626534
"40",30,40,0.5,0.234703711960454,0.44124565749735,0.342100135909561
"41",30,41,0.5,0.326499352449621,0.502747977089637,0.418556681227213
"42",30,42,0.5,0.378909837669352,0.526384394653176,0.455769342646485
"43",30,43,0.5,0.416989556460101,0.555055583221509,0.489080094645912
"44",30,44,0.5,0.352195640970006,0.518756262698409,0.43924291268793
"45",30,45,0.5,0.369051486135458,0.519866288703767,0.447636471454192
"46",30,46,0.5,0.354803928092636,0.523547437562703,0.443091963698327
"47",30,47,0.5,0.405018727071932,0.563017772549724,0.488005709175718
"48",30,48,0.5,0.422859194115919,0.562369570489081,0.4958065241596
"49",30,49,0.5,0.337997310619668,0.510162806609903,0.427954456243907
"50",30,50,0.5,0.377098828033301,0.568508699860684,0.478467517273492
"51",30,51,0.5,0.328496995193326,0.491729766931503,0.413429609070371
"52",30,52,0.5,0.398010615777192,0.543356458504072,0.473904966450577
"53",30,53,0.5,0.424310819362999,0.553792181507803,0.491765338001246
"54",30,54,0.5,0.388314771678726,0.524661099748347,0.459188024857869
"55",30,55,0.5,0.412357003961277,0.550029228836965,0.484184279848091
"56",30,56,0.5,0.466579947805701,0.605626636717218,0.539774706245122
"57",30,57,0.5,0.414582162862114,0.550735859313694,0.485598433596041
"58",30,58,0.5,0.350852365925309,0.514005458314486,0.436004562678872
"59",30,59,0.5,0.416590487312576,0.552019806178117,0.487229211240713
"60",30,60,0.5,0.372046351603672,0.517060370050113,0.447490163550465
"61",30,61,0.5,0.351387347790405,0.478731982529969,0.417104723449452
"62",30,62,0.5,0.327861426494701,0.504848702210823,0.420345156756045
"63",30,63,0.5,0.305381132423208,0.454636064145267,0.382501147412454
"64",30,64,0.5,0.371665012465787,0.512863142271701,0.445025733103742
"65",30,65,0.5,0.351697642295989,0.496029439002107,0.426575449843267
"66",30,66,0.5,0.335532729731646,0.491390509531846,0.416517328250743
"67",30,67,0.5,0.376161037031802,0.535370874475278,0.459448606237691
"68",30,68,0.5,0.338560527774932,0.492026459794999,0.4182740031654
"69",30,69,0.5,0.328706906080811,0.518181325832664,0.428137603887874
