"","simulation_setting_num","iter","MCCC","lower_bound","upper_bound","MCCC_est"
"1",61,1,0.400270837304784,-0.224711365381374,0.59628673950878,0.225436495929283
"2",61,2,0.400270837304784,0.100271603598092,0.523142373255109,0.328042452987429
"3",61,3,0.400270837304784,-0.193630063161489,0.400899253621493,0.113811754148548
"4",61,4,0.400270837304784,0.287717180672164,0.51395870909715,0.407062473319062
"5",61,5,0.400270837304784,0.0272992842423403,0.537822806969866,0.304250144263132
"6",61,6,0.400270837304784,0.0914727209236197,0.451101664362882,0.281127433050935
"7",61,7,0.400270837304784,0.0251518051831206,0.365722019855256,0.201519968376356
"8",61,8,0.400270837304784,0.213410172826096,0.491490699783509,0.360432365818327
"9",61,9,0.400270837304784,-0.0599069466096706,0.482715955476136,0.229129255227382
"10",61,10,0.400270837304784,0.109980929419621,0.48176038009338,0.307562404470671
"11",61,11,0.400270837304784,0.167565203360073,0.473197271555087,0.32896862758869
"12",61,12,0.400270837304784,-0.100601409378563,0.600427630382875,0.288048033260052
"13",61,13,0.400270837304784,-0.261889377463103,0.577050830164418,0.192514396695086
"14",61,14,0.400270837304784,0.0425468350627262,0.439612805763567,0.25163881307698
"15",61,15,0.400270837304784,0.199899671701233,0.540037735966317,0.382870124307667
"16",61,16,0.400270837304784,0.208694763741684,0.502727177996144,0.364770541028968
"17",61,17,0.400270837304784,0.235773210931061,0.541598124993443,0.399752269436955
"18",61,18,0.400270837304784,0.12011359426086,0.490444180594264,0.317325797370378
"19",61,19,0.400270837304784,0.218629630009608,0.636998442373999,0.452358323083095
"20",61,20,0.400270837304784,0.0239582563930055,0.440507632045801,0.243425021735218
"21",61,21,0.400270837304784,0.155641830561978,0.393342841183427,0.278756140854092
"22",61,22,0.400270837304784,0.134329658929705,0.569021935868207,0.37188674263433
"23",61,23,0.400270837304784,0.100963087143199,0.487114261618165,0.306600687052314
"24",61,24,0.400270837304784,-0.0711675693780766,0.397322512125376,0.17283617587607
"25",61,25,0.400270837304784,0.153597618271597,0.548494425384348,0.367495216682784
"26",61,26,0.400270837304784,0.0845035502153941,0.385140095429611,0.240583444483985
"27",61,27,0.400270837304784,0.225180734221255,0.531300523295163,0.388923609101099
"28",61,28,0.400270837304784,0.170716391505133,0.443848025099898,0.313758238306013
"29",61,29,0.400270837304784,0.0170081168329708,0.340023500466056,0.183463444535753
"30",61,30,0.400270837304784,0.12876139885247,0.538592975325178,0.35033523970888
"31",61,31,0.400270837304784,0.071849315249364,0.503097679711785,0.302899698032556
"32",61,32,0.400270837304784,-0.0948969711251366,0.39912952460266,0.162267702275563
"33",61,33,0.400270837304784,0.181619758512729,0.612171230321676,0.420271647416823
"34",61,34,0.400270837304784,0.226797604961254,0.558812323420003,0.406121353195136
"35",61,35,0.400270837304784,0.246982990459603,0.506717939158136,0.384432585019084
"36",61,36,0.400270837304784,0.097848375814688,0.520915608530937,0.325582531598438
"37",61,37,0.400270837304784,0.158393104150401,0.559374045729673,0.376375191455488
"38",61,38,0.400270837304784,0.00217405044731662,0.443709323819446,0.235030072115545
"39",61,39,0.400270837304784,0.171165819700287,0.445892380031474,0.315115222704947
"40",61,40,0.400270837304784,0.244775630444977,0.504203807173062,0.381989892772697
"41",61,41,0.400270837304784,-0.0507133492231969,0.485413588271306,0.235158341485185
"42",61,42,0.400270837304784,0.0292746201782965,0.35128757807145,0.195546165738965
"43",61,43,0.400270837304784,0.0207418779194235,0.381677242220726,0.208290012229823
"44",61,44,0.400270837304784,0.0558619880949666,0.473081135782032,0.27750450467281
"45",61,45,0.400270837304784,-0.0443043149192894,0.342907731761024,0.155259447015155
"46",61,46,0.400270837304784,0.121252532955609,0.401770254118579,0.267161929089464
"47",61,47,0.400270837304784,0.251740460246649,0.54539961819598,0.409108331423682
"48",61,48,0.400270837304784,-0.0369502784952826,0.491292221139211,0.245292358263218
"49",61,49,0.400270837304784,-0.0217905156911488,0.513625644471719,0.266343659905616
"50",61,50,0.400270837304784,0.205695031002603,0.482415823265521,0.351715465308201
"51",61,51,0.400270837304784,0.0535989533219488,0.540650000817212,0.317947384170515
"52",61,52,0.400270837304784,-0.00602547038907317,0.38246685356401,0.195895087644513
"53",61,53,0.400270837304784,0.128622156213525,0.481213539815626,0.315777961592779
"54",61,54,0.400270837304784,0.258800589422403,0.568298221461838,0.425929988605125
"55",61,55,0.400270837304784,0.172224828450356,0.464101219871512,0.325907186044142
"56",61,56,0.400270837304784,0.0177842517721006,0.330264998982476,0.178522271861735
"57",61,57,0.400270837304784,0.140206390425949,0.499226335669295,0.331671874774591
"58",61,58,0.400270837304784,0.208233644710386,0.476985134974499,0.349785377322124
"59",61,59,0.400270837304784,0.202098991956033,0.534454481434299,0.380496493901834
"60",61,60,0.400270837304784,0.0128394551155403,0.36747336118371,0.19657705277574
"61",61,61,0.400270837304784,0.159568350726014,0.433477836872112,0.302761981568023
